[epoch 1]  train_loss: 1.155  val_accuracy: 0.794  train_time: 395.14 s
[epoch 2]  train_loss: 0.769  val_accuracy: 0.874  train_time: 388.63 s
[epoch 3]  train_loss: 0.710  val_accuracy: 0.895  train_time: 391.00 s
[epoch 4]  train_loss: 0.658  val_accuracy: 0.882  train_time: 390.61 s
[epoch 5]  train_loss: 0.606  val_accuracy: 0.902  train_time: 390.39 s
[epoch 6]  train_loss: 0.605  val_accuracy: 0.896  train_time: 388.37 s
[epoch 7]  train_loss: 0.554  val_accuracy: 0.889  train_time: 390.47 s
[epoch 8]  train_loss: 0.575  val_accuracy: 0.912  train_time: 390.90 s
[epoch 9]  train_loss: 0.540  val_accuracy: 0.891  train_time: 391.05 s
[epoch 10]  train_loss: 0.555  val_accuracy: 0.900  train_time: 390.79 s
[epoch 11]  train_loss: 0.516  val_accuracy: 0.860  train_time: 391.28 s
[epoch 12]  train_loss: 0.538  val_accuracy: 0.882  train_time: 393.06 s
[epoch 13]  train_loss: 0.517  val_accuracy: 0.902  train_time: 390.78 s
[epoch 14]  train_loss: 0.487  val_accuracy: 0.877  train_time: 391.40 s
[epoch 15]  train_loss: 0.464  val_accuracy: 0.910  train_time: 391.61 s
[epoch 16]  train_loss: 0.500  val_accuracy: 0.909  train_time: 392.34 s
[epoch 17]  train_loss: 0.500  val_accuracy: 0.914  train_time: 390.79 s
[epoch 18]  train_loss: 0.503  val_accuracy: 0.900  train_time: 392.26 s
[epoch 19]  train_loss: 0.468  val_accuracy: 0.909  train_time: 390.78 s
[epoch 20]  train_loss: 0.501  val_accuracy: 0.909  train_time: 391.60 s
[epoch 21]  train_loss: 0.449  val_accuracy: 0.909  train_time: 394.01 s
[epoch 22]  train_loss: 0.431  val_accuracy: 0.911  train_time: 391.53 s
[epoch 23]  train_loss: 0.452  val_accuracy: 0.910  train_time: 391.35 s
[epoch 24]  train_loss: 0.444  val_accuracy: 0.905  train_time: 393.55 s
[epoch 25]  train_loss: 0.474  val_accuracy: 0.910  train_time: 390.26 s
[epoch 26]  train_loss: 0.455  val_accuracy: 0.917  train_time: 391.11 s
[epoch 27]  train_loss: 0.456  val_accuracy: 0.887  train_time: 393.06 s
[epoch 28]  train_loss: 0.423  val_accuracy: 0.911  train_time: 393.00 s
[epoch 29]  train_loss: 0.436  val_accuracy: 0.897  train_time: 392.33 s
[epoch 30]  train_loss: 0.455  val_accuracy: 0.858  train_time: 393.73 s
