[epoch 1]  train_loss: 1.366  val_accuracy: 0.490  train_time: 75.09 s
[epoch 2]  train_loss: 1.304  val_accuracy: 0.437  train_time: 61.61 s
[epoch 3]  train_loss: 1.282  val_accuracy: 0.559  train_time: 61.24 s
[epoch 4]  train_loss: 1.281  val_accuracy: 0.529  train_time: 61.39 s
[epoch 5]  train_loss: 1.283  val_accuracy: 0.529  train_time: 60.98 s
[epoch 6]  train_loss: 1.236  val_accuracy: 0.510  train_time: 60.61 s
[epoch 7]  train_loss: 1.201  val_accuracy: 0.406  train_time: 61.17 s
[epoch 8]  train_loss: 1.182  val_accuracy: 0.590  train_time: 61.66 s
[epoch 9]  train_loss: 1.117  val_accuracy: 0.467  train_time: 61.74 s
[epoch 10]  train_loss: 1.106  val_accuracy: 0.736  train_time: 60.68 s
[epoch 11]  train_loss: 1.027  val_accuracy: 0.739  train_time: 61.75 s
[epoch 12]  train_loss: 1.008  val_accuracy: 0.590  train_time: 61.27 s
[epoch 13]  train_loss: 0.996  val_accuracy: 0.720  train_time: 61.65 s
[epoch 14]  train_loss: 0.989  val_accuracy: 0.747  train_time: 61.09 s
[epoch 15]  train_loss: 0.968  val_accuracy: 0.705  train_time: 61.03 s
[epoch 16]  train_loss: 0.980  val_accuracy: 0.797  train_time: 61.25 s
[epoch 17]  train_loss: 0.929  val_accuracy: 0.785  train_time: 61.67 s
[epoch 18]  train_loss: 0.903  val_accuracy: 0.778  train_time: 61.15 s
[epoch 19]  train_loss: 0.885  val_accuracy: 0.751  train_time: 61.42 s
[epoch 20]  train_loss: 0.900  val_accuracy: 0.755  train_time: 61.39 s
[epoch 21]  train_loss: 0.915  val_accuracy: 0.782  train_time: 60.82 s
[epoch 22]  train_loss: 0.892  val_accuracy: 0.797  train_time: 60.61 s
[epoch 23]  train_loss: 0.903  val_accuracy: 0.766  train_time: 61.23 s
[epoch 24]  train_loss: 0.872  val_accuracy: 0.770  train_time: 60.82 s
[epoch 25]  train_loss: 0.849  val_accuracy: 0.770  train_time: 61.90 s
[epoch 26]  train_loss: 0.863  val_accuracy: 0.755  train_time: 61.34 s
[epoch 27]  train_loss: 0.853  val_accuracy: 0.797  train_time: 61.26 s
[epoch 28]  train_loss: 0.823  val_accuracy: 0.728  train_time: 60.74 s
[epoch 29]  train_loss: 0.808  val_accuracy: 0.805  train_time: 61.24 s
[epoch 30]  train_loss: 0.836  val_accuracy: 0.797  train_time: 61.11 s
[epoch 31]  train_loss: 0.832  val_accuracy: 0.851  train_time: 60.64 s
[epoch 32]  train_loss: 0.799  val_accuracy: 0.782  train_time: 61.28 s
[epoch 33]  train_loss: 0.796  val_accuracy: 0.797  train_time: 60.73 s
[epoch 34]  train_loss: 0.773  val_accuracy: 0.828  train_time: 60.67 s
[epoch 35]  train_loss: 0.780  val_accuracy: 0.682  train_time: 60.96 s
