[epoch 1]  train_loss: 1.377  val_accuracy: 0.459  train_time: 236.33 s
[epoch 2]  train_loss: 1.298  val_accuracy: 0.498  train_time: 230.90 s
[epoch 3]  train_loss: 1.263  val_accuracy: 0.503  train_time: 231.51 s
[epoch 4]  train_loss: 1.256  val_accuracy: 0.488  train_time: 228.10 s
[epoch 5]  train_loss: 1.250  val_accuracy: 0.443  train_time: 231.05 s
[epoch 6]  train_loss: 1.238  val_accuracy: 0.506  train_time: 230.65 s
[epoch 7]  train_loss: 1.213  val_accuracy: 0.394  train_time: 230.85 s
[epoch 8]  train_loss: 1.200  val_accuracy: 0.559  train_time: 231.77 s
[epoch 9]  train_loss: 1.175  val_accuracy: 0.602  train_time: 231.95 s
[epoch 10]  train_loss: 1.139  val_accuracy: 0.576  train_time: 231.07 s
[epoch 11]  train_loss: 1.110  val_accuracy: 0.581  train_time: 231.45 s
[epoch 12]  train_loss: 1.061  val_accuracy: 0.521  train_time: 231.11 s
[epoch 13]  train_loss: 1.021  val_accuracy: 0.673  train_time: 232.15 s
[epoch 14]  train_loss: 1.008  val_accuracy: 0.553  train_time: 232.04 s
[epoch 15]  train_loss: 1.001  val_accuracy: 0.658  train_time: 231.67 s
[epoch 16]  train_loss: 0.943  val_accuracy: 0.732  train_time: 232.75 s
[epoch 17]  train_loss: 0.951  val_accuracy: 0.712  train_time: 233.34 s
[epoch 18]  train_loss: 0.937  val_accuracy: 0.732  train_time: 231.34 s
[epoch 19]  train_loss: 0.901  val_accuracy: 0.757  train_time: 232.31 s
[epoch 20]  train_loss: 0.911  val_accuracy: 0.700  train_time: 231.94 s
[epoch 21]  train_loss: 0.913  val_accuracy: 0.700  train_time: 232.16 s
[epoch 22]  train_loss: 0.885  val_accuracy: 0.769  train_time: 233.45 s
[epoch 23]  train_loss: 0.886  val_accuracy: 0.767  train_time: 232.22 s
[epoch 24]  train_loss: 0.877  val_accuracy: 0.719  train_time: 232.78 s
[epoch 25]  train_loss: 0.865  val_accuracy: 0.753  train_time: 233.33 s
[epoch 26]  train_loss: 0.844  val_accuracy: 0.762  train_time: 232.64 s
[epoch 27]  train_loss: 0.861  val_accuracy: 0.785  train_time: 233.35 s
[epoch 28]  train_loss: 0.843  val_accuracy: 0.781  train_time: 231.80 s
[epoch 29]  train_loss: 0.852  val_accuracy: 0.761  train_time: 231.50 s
[epoch 30]  train_loss: 0.835  val_accuracy: 0.773  train_time: 232.43 s
