[epoch 1]  train_loss: 1.223  val_accuracy: 0.782  train_time: 691.38 s
[epoch 2]  train_loss: 0.957  val_accuracy: 0.834  train_time: 692.23 s
[epoch 3]  train_loss: 0.899  val_accuracy: 0.853  train_time: 690.70 s
[epoch 4]  train_loss: 0.829  val_accuracy: 0.844  train_time: 693.25 s
[epoch 5]  train_loss: 0.766  val_accuracy: 0.829  train_time: 692.01 s
[epoch 6]  train_loss: 0.729  val_accuracy: 0.787  train_time: 694.18 s
[epoch 7]  train_loss: 0.704  val_accuracy: 0.844  train_time: 693.27 s
[epoch 8]  train_loss: 0.739  val_accuracy: 0.877  train_time: 692.10 s
[epoch 9]  train_loss: 0.761  val_accuracy: 0.896  train_time: 693.42 s
[epoch 10]  train_loss: 0.746  val_accuracy: 0.858  train_time: 691.61 s
[epoch 11]  train_loss: 0.698  val_accuracy: 0.886  train_time: 691.55 s
[epoch 12]  train_loss: 0.693  val_accuracy: 0.858  train_time: 693.31 s
[epoch 13]  train_loss: 0.713  val_accuracy: 0.891  train_time: 694.56 s
[epoch 14]  train_loss: 0.710  val_accuracy: 0.863  train_time: 693.97 s
[epoch 15]  train_loss: 0.697  val_accuracy: 0.882  train_time: 694.03 s
[epoch 16]  train_loss: 0.643  val_accuracy: 0.863  train_time: 692.31 s
[epoch 17]  train_loss: 0.632  val_accuracy: 0.834  train_time: 693.09 s
[epoch 18]  train_loss: 0.707  val_accuracy: 0.872  train_time: 693.67 s
[epoch 19]  train_loss: 0.604  val_accuracy: 0.872  train_time: 693.47 s
[epoch 20]  train_loss: 0.638  val_accuracy: 0.872  train_time: 694.43 s
[epoch 21]  train_loss: 0.622  val_accuracy: 0.882  train_time: 693.16 s
[epoch 22]  train_loss: 0.654  val_accuracy: 0.867  train_time: 693.45 s
[epoch 23]  train_loss: 0.632  val_accuracy: 0.877  train_time: 692.38 s
[epoch 24]  train_loss: 0.630  val_accuracy: 0.872  train_time: 693.29 s
[epoch 25]  train_loss: 0.605  val_accuracy: 0.839  train_time: 695.32 s
[epoch 26]  train_loss: 0.598  val_accuracy: 0.886  train_time: 692.31 s
[epoch 27]  train_loss: 0.578  val_accuracy: 0.863  train_time: 693.75 s
[epoch 28]  train_loss: 0.629  val_accuracy: 0.863  train_time: 694.57 s
[epoch 29]  train_loss: 0.581  val_accuracy: 0.882  train_time: 693.91 s
[epoch 30]  train_loss: 0.573  val_accuracy: 0.891  train_time: 695.44 s
