[epoch 1]  train_loss: 1.384  val_accuracy: 0.391  train_time: 67.70 s
[epoch 2]  train_loss: 1.288  val_accuracy: 0.481  train_time: 58.27 s
[epoch 3]  train_loss: 1.260  val_accuracy: 0.487  train_time: 57.71 s
[epoch 4]  train_loss: 1.256  val_accuracy: 0.529  train_time: 58.46 s
[epoch 5]  train_loss: 1.244  val_accuracy: 0.540  train_time: 58.79 s
[epoch 6]  train_loss: 1.213  val_accuracy: 0.525  train_time: 57.64 s
[epoch 7]  train_loss: 1.226  val_accuracy: 0.555  train_time: 58.43 s
[epoch 8]  train_loss: 1.199  val_accuracy: 0.548  train_time: 58.24 s
[epoch 9]  train_loss: 1.186  val_accuracy: 0.616  train_time: 58.47 s
[epoch 10]  train_loss: 1.125  val_accuracy: 0.618  train_time: 57.72 s
[epoch 11]  train_loss: 1.093  val_accuracy: 0.643  train_time: 57.37 s
[epoch 12]  train_loss: 1.046  val_accuracy: 0.679  train_time: 58.59 s
[epoch 13]  train_loss: 1.001  val_accuracy: 0.676  train_time: 58.51 s
[epoch 14]  train_loss: 0.992  val_accuracy: 0.716  train_time: 58.48 s
[epoch 15]  train_loss: 1.001  val_accuracy: 0.584  train_time: 57.54 s
[epoch 16]  train_loss: 0.939  val_accuracy: 0.718  train_time: 58.77 s
[epoch 17]  train_loss: 0.914  val_accuracy: 0.740  train_time: 58.62 s
[epoch 18]  train_loss: 0.932  val_accuracy: 0.542  train_time: 58.68 s
[epoch 19]  train_loss: 0.905  val_accuracy: 0.752  train_time: 57.47 s
[epoch 20]  train_loss: 0.884  val_accuracy: 0.645  train_time: 58.29 s
[epoch 21]  train_loss: 0.862  val_accuracy: 0.761  train_time: 58.30 s
[epoch 22]  train_loss: 0.909  val_accuracy: 0.681  train_time: 59.08 s
[epoch 23]  train_loss: 0.862  val_accuracy: 0.740  train_time: 57.62 s
[epoch 24]  train_loss: 0.835  val_accuracy: 0.777  train_time: 58.12 s
[epoch 25]  train_loss: 0.878  val_accuracy: 0.800  train_time: 58.39 s
[epoch 26]  train_loss: 0.830  val_accuracy: 0.823  train_time: 58.04 s
[epoch 27]  train_loss: 0.821  val_accuracy: 0.788  train_time: 57.94 s
[epoch 28]  train_loss: 0.832  val_accuracy: 0.784  train_time: 57.43 s
[epoch 29]  train_loss: 0.811  val_accuracy: 0.729  train_time: 57.86 s
[epoch 30]  train_loss: 0.855  val_accuracy: 0.819  train_time: 57.59 s
[epoch 31]  train_loss: 0.798  val_accuracy: 0.813  train_time: 58.02 s
[epoch 32]  train_loss: 0.783  val_accuracy: 0.803  train_time: 57.38 s
[epoch 33]  train_loss: 0.784  val_accuracy: 0.815  train_time: 58.29 s
[epoch 34]  train_loss: 0.781  val_accuracy: 0.788  train_time: 58.22 s
[epoch 35]  train_loss: 0.766  val_accuracy: 0.786  train_time: 58.20 s
[epoch 36]  train_loss: 0.760  val_accuracy: 0.788  train_time: 57.89 s
