[epoch 1]  train_loss: 1.144  val_accuracy: 0.803  train_time: 238.59 s
[epoch 2]  train_loss: 0.788  val_accuracy: 0.825  train_time: 231.19 s
[epoch 3]  train_loss: 0.714  val_accuracy: 0.850  train_time: 229.34 s
[epoch 4]  train_loss: 0.676  val_accuracy: 0.878  train_time: 231.49 s
[epoch 5]  train_loss: 0.643  val_accuracy: 0.855  train_time: 231.48 s
[epoch 6]  train_loss: 0.588  val_accuracy: 0.840  train_time: 231.83 s
[epoch 7]  train_loss: 0.599  val_accuracy: 0.875  train_time: 232.12 s
[epoch 8]  train_loss: 0.552  val_accuracy: 0.898  train_time: 232.63 s
[epoch 9]  train_loss: 0.575  val_accuracy: 0.907  train_time: 232.13 s
[epoch 10]  train_loss: 0.565  val_accuracy: 0.891  train_time: 231.42 s
[epoch 11]  train_loss: 0.563  val_accuracy: 0.907  train_time: 237.50 s
[epoch 12]  train_loss: 0.522  val_accuracy: 0.893  train_time: 233.57 s
[epoch 13]  train_loss: 0.552  val_accuracy: 0.924  train_time: 232.34 s
[epoch 14]  train_loss: 0.506  val_accuracy: 0.906  train_time: 232.45 s
[epoch 15]  train_loss: 0.505  val_accuracy: 0.907  train_time: 232.01 s
[epoch 16]  train_loss: 0.515  val_accuracy: 0.873  train_time: 232.33 s
[epoch 17]  train_loss: 0.481  val_accuracy: 0.914  train_time: 233.30 s
[epoch 18]  train_loss: 0.461  val_accuracy: 0.903  train_time: 231.78 s
[epoch 19]  train_loss: 0.477  val_accuracy: 0.900  train_time: 231.77 s
[epoch 20]  train_loss: 0.447  val_accuracy: 0.920  train_time: 232.65 s
[epoch 21]  train_loss: 0.476  val_accuracy: 0.888  train_time: 232.42 s
[epoch 22]  train_loss: 0.466  val_accuracy: 0.856  train_time: 231.83 s
[epoch 23]  train_loss: 0.432  val_accuracy: 0.914  train_time: 232.25 s
[epoch 24]  train_loss: 0.468  val_accuracy: 0.924  train_time: 233.02 s
[epoch 25]  train_loss: 0.444  val_accuracy: 0.909  train_time: 232.03 s
[epoch 26]  train_loss: 0.455  val_accuracy: 0.912  train_time: 233.19 s
[epoch 27]  train_loss: 0.443  val_accuracy: 0.916  train_time: 233.53 s
[epoch 28]  train_loss: 0.427  val_accuracy: 0.911  train_time: 236.38 s
[epoch 29]  train_loss: 0.460  val_accuracy: 0.915  train_time: 236.01 s
[epoch 30]  train_loss: 0.425  val_accuracy: 0.917  train_time: 236.07 s
