[epoch 1]  train_loss: 1.360  val_accuracy: 0.374  train_time: 70.97 s
[epoch 2]  train_loss: 1.281  val_accuracy: 0.450  train_time: 59.63 s
[epoch 3]  train_loss: 1.235  val_accuracy: 0.550  train_time: 59.03 s
[epoch 4]  train_loss: 1.160  val_accuracy: 0.517  train_time: 58.55 s
[epoch 5]  train_loss: 1.096  val_accuracy: 0.601  train_time: 59.48 s
[epoch 6]  train_loss: 1.014  val_accuracy: 0.689  train_time: 59.90 s
[epoch 7]  train_loss: 0.969  val_accuracy: 0.698  train_time: 60.09 s
[epoch 8]  train_loss: 0.965  val_accuracy: 0.666  train_time: 59.00 s
[epoch 9]  train_loss: 0.939  val_accuracy: 0.733  train_time: 58.09 s
[epoch 10]  train_loss: 0.915  val_accuracy: 0.679  train_time: 59.01 s
[epoch 11]  train_loss: 0.949  val_accuracy: 0.760  train_time: 58.26 s
[epoch 12]  train_loss: 0.904  val_accuracy: 0.779  train_time: 58.42 s
[epoch 13]  train_loss: 0.878  val_accuracy: 0.746  train_time: 58.67 s
[epoch 14]  train_loss: 0.871  val_accuracy: 0.718  train_time: 58.22 s
[epoch 15]  train_loss: 0.859  val_accuracy: 0.706  train_time: 57.97 s
[epoch 16]  train_loss: 0.842  val_accuracy: 0.716  train_time: 58.62 s
[epoch 17]  train_loss: 0.847  val_accuracy: 0.754  train_time: 58.55 s
[epoch 18]  train_loss: 0.833  val_accuracy: 0.796  train_time: 58.35 s
[epoch 19]  train_loss: 0.804  val_accuracy: 0.739  train_time: 58.64 s
[epoch 20]  train_loss: 0.797  val_accuracy: 0.760  train_time: 58.64 s
[epoch 21]  train_loss: 0.789  val_accuracy: 0.697  train_time: 58.26 s
[epoch 22]  train_loss: 0.777  val_accuracy: 0.796  train_time: 57.82 s
[epoch 23]  train_loss: 0.793  val_accuracy: 0.813  train_time: 58.65 s
[epoch 24]  train_loss: 0.815  val_accuracy: 0.767  train_time: 58.37 s
[epoch 25]  train_loss: 0.774  val_accuracy: 0.779  train_time: 58.47 s
[epoch 26]  train_loss: 0.780  val_accuracy: 0.857  train_time: 57.45 s
[epoch 27]  train_loss: 0.770  val_accuracy: 0.830  train_time: 58.30 s
[epoch 28]  train_loss: 0.762  val_accuracy: 0.760  train_time: 58.62 s
[epoch 29]  train_loss: 0.750  val_accuracy: 0.834  train_time: 58.45 s
[epoch 30]  train_loss: 0.744  val_accuracy: 0.828  train_time: 57.78 s
[epoch 31]  train_loss: 0.719  val_accuracy: 0.859  train_time: 58.21 s
[epoch 32]  train_loss: 0.765  val_accuracy: 0.876  train_time: 58.45 s
[epoch 33]  train_loss: 0.733  val_accuracy: 0.834  train_time: 58.19 s
[epoch 34]  train_loss: 0.712  val_accuracy: 0.851  train_time: 57.90 s
[epoch 35]  train_loss: 0.715  val_accuracy: 0.664  train_time: 57.35 s
[epoch 36]  train_loss: 0.717  val_accuracy: 0.859  train_time: 57.99 s
[epoch 37]  train_loss: 0.682  val_accuracy: 0.868  train_time: 58.73 s
[epoch 38]  train_loss: 0.666  val_accuracy: 0.876  train_time: 58.05 s
