[epoch 1]  train_loss: 1.409  val_accuracy: 0.307  train_time: 65.98 s
[epoch 2]  train_loss: 1.335  val_accuracy: 0.330  train_time: 66.67 s
[epoch 3]  train_loss: 1.305  val_accuracy: 0.426  train_time: 65.17 s
[epoch 4]  train_loss: 1.277  val_accuracy: 0.387  train_time: 66.29 s
[epoch 5]  train_loss: 1.282  val_accuracy: 0.469  train_time: 64.46 s
[epoch 6]  train_loss: 1.243  val_accuracy: 0.473  train_time: 65.52 s
[epoch 7]  train_loss: 1.234  val_accuracy: 0.460  train_time: 66.80 s
[epoch 8]  train_loss: 1.235  val_accuracy: 0.481  train_time: 66.52 s
[epoch 9]  train_loss: 1.249  val_accuracy: 0.477  train_time: 65.61 s
[epoch 10]  train_loss: 1.229  val_accuracy: 0.473  train_time: 66.04 s
[epoch 11]  train_loss: 1.214  val_accuracy: 0.498  train_time: 64.85 s
[epoch 12]  train_loss: 1.191  val_accuracy: 0.475  train_time: 66.74 s
[epoch 13]  train_loss: 1.207  val_accuracy: 0.347  train_time: 64.73 s
[epoch 14]  train_loss: 1.190  val_accuracy: 0.559  train_time: 65.16 s
[epoch 15]  train_loss: 1.164  val_accuracy: 0.571  train_time: 64.22 s
[epoch 16]  train_loss: 1.133  val_accuracy: 0.592  train_time: 64.26 s
[epoch 17]  train_loss: 1.117  val_accuracy: 0.639  train_time: 62.73 s
[epoch 18]  train_loss: 1.054  val_accuracy: 0.615  train_time: 65.24 s
[epoch 19]  train_loss: 1.048  val_accuracy: 0.664  train_time: 65.40 s
[epoch 20]  train_loss: 1.008  val_accuracy: 0.698  train_time: 66.05 s
[epoch 21]  train_loss: 0.989  val_accuracy: 0.712  train_time: 64.25 s
[epoch 22]  train_loss: 0.969  val_accuracy: 0.616  train_time: 66.92 s
[epoch 23]  train_loss: 0.964  val_accuracy: 0.723  train_time: 66.28 s
[epoch 24]  train_loss: 0.957  val_accuracy: 0.708  train_time: 65.36 s
[epoch 25]  train_loss: 0.918  val_accuracy: 0.725  train_time: 65.36 s
[epoch 26]  train_loss: 0.921  val_accuracy: 0.737  train_time: 65.85 s
[epoch 27]  train_loss: 0.944  val_accuracy: 0.716  train_time: 65.20 s
[epoch 28]  train_loss: 0.904  val_accuracy: 0.731  train_time: 64.96 s
[epoch 29]  train_loss: 0.919  val_accuracy: 0.700  train_time: 66.19 s
[epoch 30]  train_loss: 0.911  val_accuracy: 0.769  train_time: 66.32 s
[epoch 31]  train_loss: 0.889  val_accuracy: 0.748  train_time: 66.32 s
[epoch 32]  train_loss: 0.918  val_accuracy: 0.771  train_time: 65.72 s
[epoch 33]  train_loss: 0.864  val_accuracy: 0.777  train_time: 65.14 s
[epoch 34]  train_loss: 0.848  val_accuracy: 0.790  train_time: 66.51 s
[epoch 35]  train_loss: 0.889  val_accuracy: 0.763  train_time: 64.78 s
[epoch 36]  train_loss: 0.864  val_accuracy: 0.733  train_time: 65.52 s
[epoch 37]  train_loss: 0.883  val_accuracy: 0.769  train_time: 66.12 s
[epoch 38]  train_loss: 0.878  val_accuracy: 0.777  train_time: 65.60 s
[epoch 39]  train_loss: 0.857  val_accuracy: 0.712  train_time: 66.50 s
[epoch 40]  train_loss: 0.851  val_accuracy: 0.788  train_time: 65.45 s
[epoch 41]  train_loss: 0.839  val_accuracy: 0.664  train_time: 65.69 s
[epoch 42]  train_loss: 0.814  val_accuracy: 0.779  train_time: 65.55 s
[epoch 43]  train_loss: 0.840  val_accuracy: 0.760  train_time: 66.11 s
[epoch 44]  train_loss: 0.820  val_accuracy: 0.760  train_time: 65.46 s
[epoch 45]  train_loss: 0.854  val_accuracy: 0.803  train_time: 65.54 s
[epoch 46]  train_loss: 0.782  val_accuracy: 0.803  train_time: 65.89 s
[epoch 47]  train_loss: 0.806  val_accuracy: 0.788  train_time: 65.87 s
[epoch 48]  train_loss: 0.777  val_accuracy: 0.811  train_time: 63.59 s
[epoch 49]  train_loss: 0.830  val_accuracy: 0.830  train_time: 66.45 s
[epoch 50]  train_loss: 0.797  val_accuracy: 0.733  train_time: 65.79 s
[epoch 51]  train_loss: 0.773  val_accuracy: 0.844  train_time: 65.63 s
[epoch 52]  train_loss: 0.814  val_accuracy: 0.794  train_time: 64.32 s
[epoch 53]  train_loss: 0.768  val_accuracy: 0.792  train_time: 65.12 s
[epoch 54]  train_loss: 0.772  val_accuracy: 0.828  train_time: 63.70 s
[epoch 55]  train_loss: 0.771  val_accuracy: 0.773  train_time: 65.30 s
[epoch 56]  train_loss: 0.763  val_accuracy: 0.855  train_time: 64.50 s
[epoch 57]  train_loss: 0.726  val_accuracy: 0.834  train_time: 65.42 s
[epoch 58]  train_loss: 0.766  val_accuracy: 0.800  train_time: 65.69 s
[epoch 59]  train_loss: 0.742  val_accuracy: 0.870  train_time: 64.70 s
[epoch 60]  train_loss: 0.749  val_accuracy: 0.830  train_time: 65.87 s
[epoch 61]  train_loss: 0.754  val_accuracy: 0.885  train_time: 65.49 s
[epoch 62]  train_loss: 0.712  val_accuracy: 0.847  train_time: 63.93 s
[epoch 63]  train_loss: 0.761  val_accuracy: 0.866  train_time: 62.87 s
[epoch 64]  train_loss: 0.699  val_accuracy: 0.868  train_time: 64.25 s
[epoch 65]  train_loss: 0.727  val_accuracy: 0.901  train_time: 62.82 s
[epoch 66]  train_loss: 0.723  val_accuracy: 0.845  train_time: 62.43 s
[epoch 67]  train_loss: 0.726  val_accuracy: 0.823  train_time: 62.50 s
[epoch 68]  train_loss: 0.735  val_accuracy: 0.853  train_time: 62.73 s
[epoch 69]  train_loss: 0.708  val_accuracy: 0.885  train_time: 62.60 s
[epoch 70]  train_loss: 0.716  val_accuracy: 0.861  train_time: 63.16 s
[epoch 71]  train_loss: 0.688  val_accuracy: 0.851  train_time: 62.12 s
