[epoch 1]  train_loss: 1.429  val_accuracy: 0.374  train_time: 75.02 s
[epoch 2]  train_loss: 1.339  val_accuracy: 0.462  train_time: 61.17 s
[epoch 3]  train_loss: 1.306  val_accuracy: 0.397  train_time: 61.04 s
[epoch 4]  train_loss: 1.303  val_accuracy: 0.454  train_time: 61.55 s
[epoch 5]  train_loss: 1.269  val_accuracy: 0.490  train_time: 61.13 s
[epoch 6]  train_loss: 1.275  val_accuracy: 0.498  train_time: 61.51 s
[epoch 7]  train_loss: 1.253  val_accuracy: 0.510  train_time: 61.37 s
[epoch 8]  train_loss: 1.246  val_accuracy: 0.534  train_time: 61.19 s
[epoch 9]  train_loss: 1.249  val_accuracy: 0.548  train_time: 62.13 s
[epoch 10]  train_loss: 1.223  val_accuracy: 0.513  train_time: 61.84 s
[epoch 11]  train_loss: 1.203  val_accuracy: 0.553  train_time: 61.32 s
[epoch 12]  train_loss: 1.192  val_accuracy: 0.508  train_time: 60.51 s
[epoch 13]  train_loss: 1.153  val_accuracy: 0.590  train_time: 60.39 s
[epoch 14]  train_loss: 1.124  val_accuracy: 0.574  train_time: 60.97 s
[epoch 15]  train_loss: 1.129  val_accuracy: 0.594  train_time: 60.52 s
[epoch 16]  train_loss: 1.101  val_accuracy: 0.595  train_time: 60.92 s
[epoch 17]  train_loss: 1.042  val_accuracy: 0.649  train_time: 60.77 s
[epoch 18]  train_loss: 1.029  val_accuracy: 0.668  train_time: 61.08 s
[epoch 19]  train_loss: 1.000  val_accuracy: 0.677  train_time: 60.88 s
[epoch 20]  train_loss: 0.950  val_accuracy: 0.676  train_time: 59.73 s
[epoch 21]  train_loss: 0.949  val_accuracy: 0.723  train_time: 61.23 s
[epoch 22]  train_loss: 0.978  val_accuracy: 0.704  train_time: 61.61 s
[epoch 23]  train_loss: 0.943  val_accuracy: 0.723  train_time: 62.61 s
[epoch 24]  train_loss: 0.950  val_accuracy: 0.725  train_time: 61.12 s
[epoch 25]  train_loss: 0.914  val_accuracy: 0.750  train_time: 61.24 s
[epoch 26]  train_loss: 0.879  val_accuracy: 0.748  train_time: 61.05 s
[epoch 27]  train_loss: 0.911  val_accuracy: 0.567  train_time: 60.30 s
[epoch 28]  train_loss: 0.873  val_accuracy: 0.773  train_time: 60.05 s
[epoch 29]  train_loss: 0.883  val_accuracy: 0.702  train_time: 60.76 s
[epoch 30]  train_loss: 0.881  val_accuracy: 0.794  train_time: 60.43 s
[epoch 31]  train_loss: 0.884  val_accuracy: 0.805  train_time: 59.82 s
[epoch 32]  train_loss: 0.867  val_accuracy: 0.740  train_time: 61.48 s
[epoch 33]  train_loss: 0.851  val_accuracy: 0.784  train_time: 60.76 s
[epoch 34]  train_loss: 0.844  val_accuracy: 0.796  train_time: 59.89 s
[epoch 35]  train_loss: 0.859  val_accuracy: 0.765  train_time: 60.68 s
[epoch 36]  train_loss: 0.856  val_accuracy: 0.823  train_time: 61.06 s
[epoch 37]  train_loss: 0.827  val_accuracy: 0.802  train_time: 60.89 s
[epoch 38]  train_loss: 0.863  val_accuracy: 0.794  train_time: 60.26 s
[epoch 39]  train_loss: 0.820  val_accuracy: 0.784  train_time: 60.59 s
[epoch 40]  train_loss: 0.799  val_accuracy: 0.817  train_time: 59.44 s
[epoch 41]  train_loss: 0.826  val_accuracy: 0.790  train_time: 60.18 s
[epoch 42]  train_loss: 0.777  val_accuracy: 0.805  train_time: 60.37 s
[epoch 43]  train_loss: 0.808  val_accuracy: 0.817  train_time: 60.62 s
[epoch 44]  train_loss: 0.786  val_accuracy: 0.809  train_time: 60.80 s
[epoch 45]  train_loss: 0.806  val_accuracy: 0.809  train_time: 60.35 s
[epoch 46]  train_loss: 0.760  val_accuracy: 0.815  train_time: 60.39 s
