[epoch 1]  train_loss: 1.364  val_accuracy: 0.395  train_time: 73.55 s
[epoch 2]  train_loss: 1.295  val_accuracy: 0.282  train_time: 57.80 s
[epoch 3]  train_loss: 1.259  val_accuracy: 0.498  train_time: 57.08 s
[epoch 4]  train_loss: 1.246  val_accuracy: 0.525  train_time: 58.13 s
[epoch 5]  train_loss: 1.240  val_accuracy: 0.429  train_time: 59.07 s
[epoch 6]  train_loss: 1.242  val_accuracy: 0.540  train_time: 57.97 s
[epoch 7]  train_loss: 1.221  val_accuracy: 0.481  train_time: 57.83 s
[epoch 8]  train_loss: 1.182  val_accuracy: 0.580  train_time: 57.14 s
[epoch 9]  train_loss: 1.180  val_accuracy: 0.477  train_time: 57.77 s
[epoch 10]  train_loss: 1.139  val_accuracy: 0.615  train_time: 58.32 s
[epoch 11]  train_loss: 1.122  val_accuracy: 0.634  train_time: 57.67 s
[epoch 12]  train_loss: 1.059  val_accuracy: 0.622  train_time: 57.73 s
[epoch 13]  train_loss: 1.019  val_accuracy: 0.588  train_time: 59.06 s
[epoch 14]  train_loss: 0.998  val_accuracy: 0.691  train_time: 57.86 s
[epoch 15]  train_loss: 0.955  val_accuracy: 0.721  train_time: 57.62 s
[epoch 16]  train_loss: 0.943  val_accuracy: 0.677  train_time: 58.31 s
[epoch 17]  train_loss: 0.930  val_accuracy: 0.773  train_time: 58.51 s
[epoch 18]  train_loss: 0.921  val_accuracy: 0.677  train_time: 58.31 s
[epoch 19]  train_loss: 0.906  val_accuracy: 0.725  train_time: 57.32 s
[epoch 20]  train_loss: 0.886  val_accuracy: 0.727  train_time: 58.25 s
[epoch 21]  train_loss: 0.870  val_accuracy: 0.769  train_time: 58.29 s
[epoch 22]  train_loss: 0.853  val_accuracy: 0.788  train_time: 57.84 s
[epoch 23]  train_loss: 0.877  val_accuracy: 0.775  train_time: 56.75 s
[epoch 24]  train_loss: 0.860  val_accuracy: 0.750  train_time: 57.78 s
[epoch 25]  train_loss: 0.851  val_accuracy: 0.786  train_time: 57.37 s
[epoch 26]  train_loss: 0.833  val_accuracy: 0.809  train_time: 57.63 s
[epoch 27]  train_loss: 0.874  val_accuracy: 0.662  train_time: 58.22 s
[epoch 28]  train_loss: 0.835  val_accuracy: 0.771  train_time: 57.80 s
[epoch 29]  train_loss: 0.819  val_accuracy: 0.792  train_time: 58.40 s
[epoch 30]  train_loss: 0.818  val_accuracy: 0.809  train_time: 58.37 s
[epoch 31]  train_loss: 0.781  val_accuracy: 0.815  train_time: 57.82 s
[epoch 32]  train_loss: 0.779  val_accuracy: 0.815  train_time: 58.61 s
[epoch 33]  train_loss: 0.812  val_accuracy: 0.821  train_time: 57.79 s
[epoch 34]  train_loss: 0.792  val_accuracy: 0.826  train_time: 58.61 s
[epoch 35]  train_loss: 0.777  val_accuracy: 0.826  train_time: 58.36 s
[epoch 36]  train_loss: 0.778  val_accuracy: 0.809  train_time: 58.01 s
[epoch 37]  train_loss: 0.764  val_accuracy: 0.819  train_time: 58.10 s
[epoch 38]  train_loss: 0.751  val_accuracy: 0.838  train_time: 58.91 s
[epoch 39]  train_loss: 0.766  val_accuracy: 0.786  train_time: 57.84 s
[epoch 40]  train_loss: 0.733  val_accuracy: 0.784  train_time: 58.39 s
[epoch 41]  train_loss: 0.742  val_accuracy: 0.855  train_time: 58.79 s
[epoch 42]  train_loss: 0.722  val_accuracy: 0.803  train_time: 57.49 s
[epoch 43]  train_loss: 0.717  val_accuracy: 0.855  train_time: 58.30 s
[epoch 44]  train_loss: 0.729  val_accuracy: 0.748  train_time: 58.23 s
[epoch 45]  train_loss: 0.731  val_accuracy: 0.845  train_time: 57.69 s
[epoch 46]  train_loss: 0.722  val_accuracy: 0.786  train_time: 58.48 s
[epoch 47]  train_loss: 0.723  val_accuracy: 0.836  train_time: 58.30 s
[epoch 48]  train_loss: 0.673  val_accuracy: 0.836  train_time: 58.09 s
[epoch 49]  train_loss: 0.706  val_accuracy: 0.870  train_time: 58.48 s
[epoch 50]  train_loss: 0.683  val_accuracy: 0.872  train_time: 58.56 s
[epoch 51]  train_loss: 0.697  val_accuracy: 0.788  train_time: 58.66 s
[epoch 52]  train_loss: 0.682  val_accuracy: 0.857  train_time: 58.29 s
[epoch 53]  train_loss: 0.683  val_accuracy: 0.817  train_time: 58.56 s
[epoch 54]  train_loss: 0.689  val_accuracy: 0.857  train_time: 58.31 s
[epoch 55]  train_loss: 0.702  val_accuracy: 0.859  train_time: 58.34 s
[epoch 56]  train_loss: 0.672  val_accuracy: 0.847  train_time: 58.05 s
[epoch 57]  train_loss: 0.666  val_accuracy: 0.840  train_time: 58.32 s
[epoch 58]  train_loss: 0.646  val_accuracy: 0.865  train_time: 58.95 s
[epoch 59]  train_loss: 0.685  val_accuracy: 0.863  train_time: 58.13 s
[epoch 60]  train_loss: 0.673  val_accuracy: 0.876  train_time: 58.51 s
[epoch 61]  train_loss: 0.688  val_accuracy: 0.865  train_time: 57.94 s
[epoch 62]  train_loss: 0.678  val_accuracy: 0.834  train_time: 58.47 s
[epoch 63]  train_loss: 0.679  val_accuracy: 0.885  train_time: 58.04 s
[epoch 64]  train_loss: 0.640  val_accuracy: 0.847  train_time: 58.49 s
[epoch 65]  train_loss: 0.654  val_accuracy: 0.849  train_time: 58.26 s
[epoch 66]  train_loss: 0.640  val_accuracy: 0.926  train_time: 57.58 s
[epoch 67]  train_loss: 0.650  val_accuracy: 0.838  train_time: 58.25 s
[epoch 68]  train_loss: 0.637  val_accuracy: 0.878  train_time: 58.35 s
[epoch 69]  train_loss: 0.665  val_accuracy: 0.920  train_time: 58.42 s
[epoch 70]  train_loss: 0.627  val_accuracy: 0.826  train_time: 57.69 s
[epoch 71]  train_loss: 0.660  val_accuracy: 0.855  train_time: 58.15 s
[epoch 72]  train_loss: 0.641  val_accuracy: 0.868  train_time: 59.29 s
[epoch 73]  train_loss: 0.632  val_accuracy: 0.887  train_time: 57.83 s
[epoch 74]  train_loss: 0.614  val_accuracy: 0.872  train_time: 58.39 s
[epoch 75]  train_loss: 0.650  val_accuracy: 0.905  train_time: 58.91 s
[epoch 76]  train_loss: 0.585  val_accuracy: 0.851  train_time: 58.12 s
[epoch 77]  train_loss: 0.601  val_accuracy: 0.872  train_time: 57.91 s
[epoch 78]  train_loss: 0.599  val_accuracy: 0.828  train_time: 58.55 s
[epoch 79]  train_loss: 0.607  val_accuracy: 0.863  train_time: 57.92 s
[epoch 80]  train_loss: 0.630  val_accuracy: 0.878  train_time: 58.28 s
[epoch 81]  train_loss: 0.620  val_accuracy: 0.863  train_time: 57.99 s
[epoch 82]  train_loss: 0.582  val_accuracy: 0.918  train_time: 58.39 s
[epoch 83]  train_loss: 0.607  val_accuracy: 0.918  train_time: 58.33 s
[epoch 84]  train_loss: 0.604  val_accuracy: 0.920  train_time: 58.37 s
[epoch 85]  train_loss: 0.606  val_accuracy: 0.851  train_time: 57.97 s
[epoch 86]  train_loss: 0.601  val_accuracy: 0.878  train_time: 58.35 s
[epoch 87]  train_loss: 0.615  val_accuracy: 0.885  train_time: 57.93 s
[epoch 88]  train_loss: 0.581  val_accuracy: 0.677  train_time: 58.95 s
[epoch 89]  train_loss: 0.596  val_accuracy: 0.912  train_time: 57.75 s
[epoch 90]  train_loss: 0.593  val_accuracy: 0.872  train_time: 58.49 s
[epoch 91]  train_loss: 0.569  val_accuracy: 0.889  train_time: 58.37 s
[epoch 92]  train_loss: 0.590  val_accuracy: 0.735  train_time: 57.57 s
[epoch 93]  train_loss: 0.587  val_accuracy: 0.920  train_time: 58.29 s
[epoch 94]  train_loss: 0.587  val_accuracy: 0.800  train_time: 58.73 s
[epoch 95]  train_loss: 0.580  val_accuracy: 0.845  train_time: 58.19 s
[epoch 96]  train_loss: 0.585  val_accuracy: 0.889  train_time: 58.86 s
[epoch 97]  train_loss: 0.580  val_accuracy: 0.912  train_time: 58.39 s
[epoch 98]  train_loss: 0.536  val_accuracy: 0.908  train_time: 59.00 s
[epoch 99]  train_loss: 0.580  val_accuracy: 0.924  train_time: 58.03 s
[epoch 100]  train_loss: 0.585  val_accuracy: 0.794  train_time: 58.45 s
