[epoch 1]  train_loss: 1.352  val_accuracy: 0.460  train_time: 430.56 s
[epoch 2]  train_loss: 1.294  val_accuracy: 0.513  train_time: 433.62 s
[epoch 3]  train_loss: 1.262  val_accuracy: 0.498  train_time: 431.42 s
[epoch 4]  train_loss: 1.245  val_accuracy: 0.548  train_time: 431.11 s
[epoch 5]  train_loss: 1.219  val_accuracy: 0.536  train_time: 429.82 s
[epoch 6]  train_loss: 1.152  val_accuracy: 0.375  train_time: 427.66 s
[epoch 7]  train_loss: 1.138  val_accuracy: 0.533  train_time: 425.89 s
[epoch 8]  train_loss: 1.083  val_accuracy: 0.644  train_time: 436.40 s
[epoch 9]  train_loss: 1.045  val_accuracy: 0.636  train_time: 429.51 s
[epoch 10]  train_loss: 0.994  val_accuracy: 0.747  train_time: 428.80 s
[epoch 11]  train_loss: 0.943  val_accuracy: 0.766  train_time: 429.59 s
[epoch 12]  train_loss: 0.958  val_accuracy: 0.736  train_time: 430.48 s
[epoch 13]  train_loss: 0.973  val_accuracy: 0.747  train_time: 429.50 s
[epoch 14]  train_loss: 0.929  val_accuracy: 0.762  train_time: 430.06 s
[epoch 15]  train_loss: 0.893  val_accuracy: 0.751  train_time: 428.22 s
[epoch 16]  train_loss: 0.883  val_accuracy: 0.766  train_time: 429.79 s
[epoch 17]  train_loss: 0.884  val_accuracy: 0.613  train_time: 429.25 s
[epoch 18]  train_loss: 0.928  val_accuracy: 0.789  train_time: 431.61 s
[epoch 19]  train_loss: 0.861  val_accuracy: 0.751  train_time: 430.12 s
[epoch 20]  train_loss: 0.868  val_accuracy: 0.659  train_time: 429.35 s
[epoch 21]  train_loss: 0.849  val_accuracy: 0.778  train_time: 429.66 s
[epoch 22]  train_loss: 0.872  val_accuracy: 0.812  train_time: 430.16 s
[epoch 23]  train_loss: 0.851  val_accuracy: 0.785  train_time: 431.17 s
[epoch 24]  train_loss: 0.872  val_accuracy: 0.824  train_time: 430.74 s
[epoch 25]  train_loss: 0.878  val_accuracy: 0.808  train_time: 430.59 s
[epoch 26]  train_loss: 0.874  val_accuracy: 0.812  train_time: 431.46 s
[epoch 27]  train_loss: 0.831  val_accuracy: 0.793  train_time: 432.83 s
[epoch 28]  train_loss: 0.819  val_accuracy: 0.824  train_time: 430.80 s
[epoch 29]  train_loss: 0.784  val_accuracy: 0.778  train_time: 429.31 s
[epoch 30]  train_loss: 0.809  val_accuracy: 0.774  train_time: 431.44 s
