[epoch 1]  train_loss: 1.596  val_accuracy: 0.327  train_time: 214.63 s
[epoch 2]  train_loss: 1.555  val_accuracy: 0.370  train_time: 208.29 s
[epoch 3]  train_loss: 1.548  val_accuracy: 0.299  train_time: 209.14 s
[epoch 4]  train_loss: 1.535  val_accuracy: 0.379  train_time: 209.38 s
[epoch 5]  train_loss: 1.518  val_accuracy: 0.474  train_time: 208.84 s
[epoch 6]  train_loss: 1.472  val_accuracy: 0.417  train_time: 209.44 s
[epoch 7]  train_loss: 1.446  val_accuracy: 0.488  train_time: 208.46 s
[epoch 8]  train_loss: 1.404  val_accuracy: 0.526  train_time: 209.75 s
[epoch 9]  train_loss: 1.370  val_accuracy: 0.502  train_time: 211.18 s
[epoch 10]  train_loss: 1.323  val_accuracy: 0.469  train_time: 209.56 s
[epoch 11]  train_loss: 1.308  val_accuracy: 0.521  train_time: 209.68 s
[epoch 12]  train_loss: 1.234  val_accuracy: 0.659  train_time: 209.28 s
[epoch 13]  train_loss: 1.199  val_accuracy: 0.654  train_time: 209.64 s
[epoch 14]  train_loss: 1.173  val_accuracy: 0.611  train_time: 208.72 s
[epoch 15]  train_loss: 1.144  val_accuracy: 0.711  train_time: 211.45 s
[epoch 16]  train_loss: 1.107  val_accuracy: 0.711  train_time: 209.34 s
[epoch 17]  train_loss: 1.118  val_accuracy: 0.640  train_time: 209.74 s
[epoch 18]  train_loss: 1.101  val_accuracy: 0.725  train_time: 209.11 s
[epoch 19]  train_loss: 1.087  val_accuracy: 0.735  train_time: 209.90 s
[epoch 20]  train_loss: 1.096  val_accuracy: 0.716  train_time: 209.98 s
[epoch 21]  train_loss: 1.084  val_accuracy: 0.716  train_time: 208.66 s
[epoch 22]  train_loss: 1.077  val_accuracy: 0.730  train_time: 209.93 s
[epoch 23]  train_loss: 1.093  val_accuracy: 0.711  train_time: 209.50 s
[epoch 24]  train_loss: 1.040  val_accuracy: 0.735  train_time: 208.78 s
[epoch 25]  train_loss: 1.074  val_accuracy: 0.706  train_time: 209.83 s
[epoch 26]  train_loss: 1.060  val_accuracy: 0.725  train_time: 209.84 s
[epoch 27]  train_loss: 1.084  val_accuracy: 0.697  train_time: 209.03 s
[epoch 28]  train_loss: 1.028  val_accuracy: 0.735  train_time: 209.74 s
[epoch 29]  train_loss: 1.048  val_accuracy: 0.735  train_time: 209.13 s
[epoch 30]  train_loss: 1.091  val_accuracy: 0.706  train_time: 209.71 s
