[epoch 1]  train_loss: 1.584  val_accuracy: 0.317  train_time: 201.39 s
[epoch 2]  train_loss: 1.555  val_accuracy: 0.380  train_time: 191.84 s
[epoch 3]  train_loss: 1.515  val_accuracy: 0.425  train_time: 192.97 s
[epoch 4]  train_loss: 1.504  val_accuracy: 0.413  train_time: 193.17 s
[epoch 5]  train_loss: 1.489  val_accuracy: 0.385  train_time: 193.65 s
[epoch 6]  train_loss: 1.426  val_accuracy: 0.425  train_time: 193.31 s
[epoch 7]  train_loss: 1.420  val_accuracy: 0.518  train_time: 192.55 s
[epoch 8]  train_loss: 1.372  val_accuracy: 0.245  train_time: 194.06 s
[epoch 9]  train_loss: 1.326  val_accuracy: 0.488  train_time: 192.78 s
[epoch 10]  train_loss: 1.252  val_accuracy: 0.587  train_time: 193.33 s
[epoch 11]  train_loss: 1.189  val_accuracy: 0.598  train_time: 193.89 s
[epoch 12]  train_loss: 1.167  val_accuracy: 0.573  train_time: 194.00 s
[epoch 13]  train_loss: 1.166  val_accuracy: 0.633  train_time: 194.22 s
[epoch 14]  train_loss: 1.144  val_accuracy: 0.651  train_time: 193.48 s
[epoch 15]  train_loss: 1.132  val_accuracy: 0.702  train_time: 193.10 s
[epoch 16]  train_loss: 1.110  val_accuracy: 0.636  train_time: 194.22 s
[epoch 17]  train_loss: 1.079  val_accuracy: 0.441  train_time: 193.26 s
[epoch 18]  train_loss: 1.118  val_accuracy: 0.644  train_time: 193.29 s
[epoch 19]  train_loss: 1.072  val_accuracy: 0.655  train_time: 194.15 s
[epoch 20]  train_loss: 1.089  val_accuracy: 0.636  train_time: 193.22 s
[epoch 21]  train_loss: 1.057  val_accuracy: 0.656  train_time: 193.62 s
[epoch 22]  train_loss: 1.091  val_accuracy: 0.700  train_time: 194.66 s
[epoch 23]  train_loss: 1.050  val_accuracy: 0.722  train_time: 193.68 s
[epoch 24]  train_loss: 1.034  val_accuracy: 0.766  train_time: 193.98 s
[epoch 25]  train_loss: 1.055  val_accuracy: 0.692  train_time: 194.67 s
[epoch 26]  train_loss: 1.025  val_accuracy: 0.732  train_time: 194.43 s
[epoch 27]  train_loss: 1.002  val_accuracy: 0.684  train_time: 193.68 s
[epoch 28]  train_loss: 1.007  val_accuracy: 0.741  train_time: 194.22 s
[epoch 29]  train_loss: 1.006  val_accuracy: 0.752  train_time: 194.81 s
[epoch 30]  train_loss: 0.993  val_accuracy: 0.750  train_time: 193.70 s
