[epoch 1]  train_loss: 1.368  val_accuracy: 0.425  train_time: 451.82 s
[epoch 2]  train_loss: 1.298  val_accuracy: 0.525  train_time: 450.35 s
[epoch 3]  train_loss: 1.286  val_accuracy: 0.529  train_time: 449.02 s
[epoch 4]  train_loss: 1.260  val_accuracy: 0.525  train_time: 449.43 s
[epoch 5]  train_loss: 1.217  val_accuracy: 0.586  train_time: 449.61 s
[epoch 6]  train_loss: 1.199  val_accuracy: 0.590  train_time: 449.75 s
[epoch 7]  train_loss: 1.116  val_accuracy: 0.617  train_time: 450.36 s
[epoch 8]  train_loss: 1.066  val_accuracy: 0.644  train_time: 452.09 s
[epoch 9]  train_loss: 1.025  val_accuracy: 0.705  train_time: 449.67 s
[epoch 10]  train_loss: 0.991  val_accuracy: 0.751  train_time: 450.91 s
[epoch 11]  train_loss: 0.966  val_accuracy: 0.674  train_time: 451.22 s
[epoch 12]  train_loss: 1.011  val_accuracy: 0.747  train_time: 451.06 s
[epoch 13]  train_loss: 0.954  val_accuracy: 0.747  train_time: 449.93 s
[epoch 14]  train_loss: 0.940  val_accuracy: 0.452  train_time: 450.86 s
[epoch 15]  train_loss: 0.939  val_accuracy: 0.770  train_time: 453.61 s
[epoch 16]  train_loss: 0.916  val_accuracy: 0.739  train_time: 451.78 s
[epoch 17]  train_loss: 0.903  val_accuracy: 0.751  train_time: 450.15 s
[epoch 18]  train_loss: 0.897  val_accuracy: 0.789  train_time: 452.35 s
[epoch 19]  train_loss: 0.865  val_accuracy: 0.759  train_time: 452.26 s
[epoch 20]  train_loss: 0.869  val_accuracy: 0.797  train_time: 449.88 s
[epoch 21]  train_loss: 0.874  val_accuracy: 0.801  train_time: 451.07 s
[epoch 22]  train_loss: 0.875  val_accuracy: 0.739  train_time: 451.76 s
[epoch 23]  train_loss: 0.852  val_accuracy: 0.789  train_time: 451.10 s
[epoch 24]  train_loss: 0.843  val_accuracy: 0.782  train_time: 452.78 s
[epoch 25]  train_loss: 0.844  val_accuracy: 0.793  train_time: 451.73 s
[epoch 26]  train_loss: 0.830  val_accuracy: 0.747  train_time: 452.00 s
[epoch 27]  train_loss: 0.821  val_accuracy: 0.789  train_time: 451.86 s
[epoch 28]  train_loss: 0.840  val_accuracy: 0.770  train_time: 453.06 s
[epoch 29]  train_loss: 0.800  val_accuracy: 0.801  train_time: 452.26 s
[epoch 30]  train_loss: 0.781  val_accuracy: 0.843  train_time: 450.46 s
