[epoch 1]  train_loss: 1.384  val_accuracy: 0.483  train_time: 272.19 s
[epoch 2]  train_loss: 1.320  val_accuracy: 0.345  train_time: 270.18 s
[epoch 3]  train_loss: 1.280  val_accuracy: 0.441  train_time: 274.60 s
[epoch 4]  train_loss: 1.239  val_accuracy: 0.552  train_time: 274.10 s
[epoch 5]  train_loss: 1.243  val_accuracy: 0.529  train_time: 275.12 s
[epoch 6]  train_loss: 1.236  val_accuracy: 0.421  train_time: 274.57 s
[epoch 7]  train_loss: 1.154  val_accuracy: 0.602  train_time: 273.50 s
[epoch 8]  train_loss: 1.092  val_accuracy: 0.598  train_time: 274.40 s
[epoch 9]  train_loss: 1.051  val_accuracy: 0.602  train_time: 274.83 s
[epoch 10]  train_loss: 1.046  val_accuracy: 0.716  train_time: 274.56 s
[epoch 11]  train_loss: 0.982  val_accuracy: 0.651  train_time: 274.61 s
[epoch 12]  train_loss: 0.953  val_accuracy: 0.724  train_time: 274.22 s
[epoch 13]  train_loss: 0.942  val_accuracy: 0.709  train_time: 274.71 s
[epoch 14]  train_loss: 0.939  val_accuracy: 0.759  train_time: 275.08 s
[epoch 15]  train_loss: 0.942  val_accuracy: 0.632  train_time: 274.89 s
[epoch 16]  train_loss: 0.939  val_accuracy: 0.648  train_time: 276.52 s
[epoch 17]  train_loss: 0.910  val_accuracy: 0.732  train_time: 274.67 s
[epoch 18]  train_loss: 0.909  val_accuracy: 0.789  train_time: 275.60 s
[epoch 19]  train_loss: 0.909  val_accuracy: 0.659  train_time: 274.34 s
[epoch 20]  train_loss: 0.919  val_accuracy: 0.770  train_time: 275.76 s
[epoch 21]  train_loss: 0.865  val_accuracy: 0.736  train_time: 275.21 s
[epoch 22]  train_loss: 0.880  val_accuracy: 0.808  train_time: 274.41 s
[epoch 23]  train_loss: 0.846  val_accuracy: 0.789  train_time: 274.45 s
[epoch 24]  train_loss: 0.868  val_accuracy: 0.759  train_time: 275.13 s
[epoch 25]  train_loss: 0.878  val_accuracy: 0.762  train_time: 275.05 s
[epoch 26]  train_loss: 0.842  val_accuracy: 0.736  train_time: 274.42 s
[epoch 27]  train_loss: 0.828  val_accuracy: 0.812  train_time: 274.87 s
[epoch 28]  train_loss: 0.849  val_accuracy: 0.755  train_time: 275.20 s
[epoch 29]  train_loss: 0.836  val_accuracy: 0.812  train_time: 275.09 s
[epoch 30]  train_loss: 0.811  val_accuracy: 0.812  train_time: 275.66 s
[epoch 31]  train_loss: 0.817  val_accuracy: 0.831  train_time: 275.01 s
[epoch 32]  train_loss: 0.781  val_accuracy: 0.808  train_time: 275.12 s
[epoch 33]  train_loss: 0.789  val_accuracy: 0.801  train_time: 275.56 s
[epoch 34]  train_loss: 0.798  val_accuracy: 0.785  train_time: 275.11 s
[epoch 35]  train_loss: 0.817  val_accuracy: 0.785  train_time: 275.28 s
[epoch 36]  train_loss: 0.798  val_accuracy: 0.705  train_time: 274.31 s
[epoch 37]  train_loss: 0.811  val_accuracy: 0.808  train_time: 274.82 s
[epoch 38]  train_loss: 0.780  val_accuracy: 0.808  train_time: 275.52 s
[epoch 39]  train_loss: 0.803  val_accuracy: 0.835  train_time: 275.46 s
[epoch 40]  train_loss: 0.796  val_accuracy: 0.820  train_time: 274.97 s
[epoch 41]  train_loss: 0.766  val_accuracy: 0.835  train_time: 275.58 s
[epoch 42]  train_loss: 0.766  val_accuracy: 0.854  train_time: 277.51 s
[epoch 43]  train_loss: 0.763  val_accuracy: 0.851  train_time: 275.38 s
[epoch 44]  train_loss: 0.746  val_accuracy: 0.782  train_time: 275.90 s
[epoch 45]  train_loss: 0.751  val_accuracy: 0.854  train_time: 274.94 s
[epoch 46]  train_loss: 0.775  val_accuracy: 0.866  train_time: 274.95 s
[epoch 47]  train_loss: 0.756  val_accuracy: 0.648  train_time: 274.46 s
[epoch 48]  train_loss: 0.744  val_accuracy: 0.801  train_time: 275.63 s
[epoch 49]  train_loss: 0.741  val_accuracy: 0.885  train_time: 276.28 s
[epoch 50]  train_loss: 0.742  val_accuracy: 0.816  train_time: 274.63 s
[epoch 51]  train_loss: 0.739  val_accuracy: 0.812  train_time: 275.10 s
[epoch 52]  train_loss: 0.700  val_accuracy: 0.747  train_time: 275.01 s
[epoch 53]  train_loss: 0.711  val_accuracy: 0.766  train_time: 275.56 s
[epoch 54]  train_loss: 0.719  val_accuracy: 0.805  train_time: 275.15 s
[epoch 55]  train_loss: 0.742  val_accuracy: 0.575  train_time: 275.19 s
[epoch 56]  train_loss: 0.702  val_accuracy: 0.858  train_time: 275.35 s
[epoch 57]  train_loss: 0.674  val_accuracy: 0.885  train_time: 275.25 s
[epoch 58]  train_loss: 0.702  val_accuracy: 0.877  train_time: 276.26 s
[epoch 59]  train_loss: 0.697  val_accuracy: 0.797  train_time: 275.34 s
[epoch 60]  train_loss: 0.693  val_accuracy: 0.847  train_time: 278.08 s
[epoch 61]  train_loss: 0.670  val_accuracy: 0.862  train_time: 275.31 s
[epoch 62]  train_loss: 0.668  val_accuracy: 0.828  train_time: 276.16 s
[epoch 63]  train_loss: 0.683  val_accuracy: 0.874  train_time: 276.38 s
[epoch 64]  train_loss: 0.672  val_accuracy: 0.858  train_time: 275.18 s
[epoch 65]  train_loss: 0.685  val_accuracy: 0.874  train_time: 275.16 s
[epoch 66]  train_loss: 0.687  val_accuracy: 0.877  train_time: 275.46 s
[epoch 67]  train_loss: 0.636  val_accuracy: 0.854  train_time: 274.48 s
[epoch 68]  train_loss: 0.651  val_accuracy: 0.874  train_time: 275.87 s
[epoch 69]  train_loss: 0.682  val_accuracy: 0.778  train_time: 275.11 s
[epoch 70]  train_loss: 0.673  val_accuracy: 0.900  train_time: 276.07 s
[epoch 71]  train_loss: 0.618  val_accuracy: 0.885  train_time: 275.05 s
